,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,total_mn,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,total_em,Age_tier,distancehome_tier,JobRole_tier,MonthlyIncome_tier,YearsAtCompany_tier,TotalWorkingYear_tier
163,29,1,2,1,19,4,1,1,3,6,1,17900,5.0,16,1,6.0,4,2,1,1,2,3,2.5,3.0,2.0,4.0,3.0,0,2,1,1,2,3
164,19,1,2,1,4,3,3,1,1,7,2,76440,1.0,15,2,1.0,2,1,0,0,3,3,3.0,1.0,4.0,4.0,3.0,4,4,1,4,1,1
165,30,0,0,1,2,4,1,0,3,6,1,51310,0.0,15,1,10.0,2,9,7,8,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,4,1,3,4,4
166,57,0,2,1,2,2,1,1,4,6,0,63060,3.0,12,1,32.0,3,1,0,0,3,3,3.0,1.0,4.0,2.0,2.3333333333333335,3,4,1,4,1,5
167,50,0,2,2,10,4,1,0,3,3,1,47870,0.0,12,0,28.0,3,27,15,7,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,2,3,3,3,5,5
168,30,0,0,2,10,2,1,1,3,2,2,188800,0.0,22,1,12.0,3,11,6,7,3,4,3.5,3.0,4.0,2.0,3.0,0,3,3,5,4,5
169,60,0,1,1,16,3,1,0,4,2,1,23390,4.0,20,0,22.0,4,18,13,11,3,4,3.5,3.0,1.0,4.0,2.6666666666666665,3,2,3,1,5,5
170,47,0,2,1,1,3,5,1,5,4,0,135700,5.0,16,2,20.0,2,5,0,4,2,3,2.5,1.0,4.0,3.0,2.6666666666666665,2,4,2,5,3,5
171,46,0,2,2,4,1,5,1,1,2,1,67120,6.0,21,1,26.0,3,3,0,1,2,4,3.0,1.0,3.0,1.0,1.6666666666666667,2,4,3,4,2,5
172,35,0,2,1,15,2,3,0,2,2,2,54060,0.0,12,1,6.0,2,5,4,3,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,2,3,3,3,3
173,54,0,2,1,2,4,3,1,2,1,2,89380,7.0,11,3,19.0,2,1,0,0,3,3,3.0,3.0,3.0,3.0,3.0,3,4,4,4,1,5
174,34,0,2,2,8,2,1,1,1,2,0,24390,3.0,11,2,14.0,2,7,5,7,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,1,3,3,1,3,5
175,46,0,2,1,2,3,1,1,1,0,1,88370,2.0,18,0,15.0,3,3,1,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,2,4,4,4,2,5
176,31,0,2,1,7,3,1,1,2,5,0,53430,1.0,14,1,13.0,3,13,0,8,3,3,3.0,3.0,2.0,4.0,3.0,1,3,2,3,5,5
177,33,1,2,1,10,3,1,0,4,5,1,67280,7.0,22,0,15.0,2,7,7,7,2,4,3.0,2.0,3.0,4.0,3.0,1,3,2,4,3,5
178,33,1,2,2,5,4,2,1,2,5,0,66520,7.0,25,0,8.0,5,4,1,3,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,1,4,2,4,2,4
179,30,0,2,1,2,3,1,1,1,7,2,48500,0.0,12,1,4.0,4,3,1,2,3,3,3.0,4.0,2.0,3.0,3.0,0,4,1,3,2,2
180,35,0,2,1,12,2,3,0,2,8,1,28090,4.0,23,1,10.0,2,8,0,0,1,4,2.5,4.0,3.0,3.0,3.3333333333333335,1,2,0,2,4,4
181,31,1,1,1,22,2,3,0,2,7,1,56890,3.0,15,2,12.0,2,1,0,0,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,1,1,1,3,1,5
182,34,1,1,2,17,1,2,1,1,5,0,20010,9.0,22,1,11.0,5,3,0,2,4,4,4.0,2.0,1.0,3.0,2.0,1,2,2,1,2,4
183,42,0,1,1,2,4,3,0,1,6,1,29770,4.0,15,3,8.0,3,2,2,0,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,2,4,1,2,2,4
184,36,0,0,1,3,4,3,1,1,6,2,40250,1.0,11,0,10.0,3,10,9,7,3,3,3.0,2.0,4.0,2.0,2.6666666666666665,1,4,1,3,4,4
185,22,1,1,1,7,3,3,0,2,2,2,37850,5.0,13,2,4.0,2,2,1,2,3,3,3.0,3.0,3.0,3.0,3.0,0,3,3,3,2,2
186,48,0,2,1,6,3,3,1,1,2,1,108540,2.0,14,1,14.0,6,9,6,7,3,3,3.0,2.0,4.0,3.0,3.0,2,3,3,5,4,5
187,55,0,2,1,1,3,3,0,1,7,2,120310,3.0,11,0,37.0,5,10,7,7,3,3,3.0,1.0,2.0,3.0,2.0,3,4,1,5,4,5
188,41,0,0,1,3,2,1,0,2,6,2,99360,7.0,17,1,16.0,2,14,1,10,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,2,4,1,4,5,5
189,35,0,2,1,22,3,3,0,1,8,1,29660,9.0,18,0,15.0,2,11,6,9,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,1,0,2,4,5
190,40,0,2,1,15,3,1,0,2,2,2,25710,7.0,14,0,22.0,1,20,5,13,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,2,3,2,5,5
191,39,0,1,1,12,1,3,1,1,6,1,99910,1.0,16,1,8.0,3,8,0,7,3,3,3.0,3.0,3.0,3.0,3.0,1,2,1,4,4,4
192,31,0,2,1,1,4,1,1,3,5,2,61420,4.0,13,2,10.0,2,6,0,5,2,3,2.5,2.0,4.0,4.0,3.3333333333333335,1,4,2,4,3,4
193,42,0,2,1,5,3,3,1,3,7,1,53900,1.0,14,0,10.0,3,10,5,8,3,3,3.0,4.0,1.0,2.0,2.3333333333333335,2,4,1,3,4,4
194,45,0,2,1,2,1,3,0,4,7,1,44040,0.0,23,0,9.0,2,8,3,7,3,4,3.5,4.0,2.0,4.0,3.3333333333333335,2,4,1,3,4,4
196,29,0,2,1,5,3,3,1,1,6,0,51300,4.0,11,0,8.0,3,3,1,2,2,3,2.5,4.0,4.0,4.0,4.0,0,4,1,3,2,4
197,33,0,2,1,16,3,3,0,1,2,0,20900,4.0,16,0,10.0,2,6,0,5,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,2,3,1,3,4
198,31,0,2,1,2,4,1,0,1,7,0,29090,9.0,14,2,10.0,2,5,0,1,3,3,3.0,3.0,4.0,2.0,3.0,1,4,1,2,3,4
199,18,1,1,1,2,3,5,1,1,7,2,34680,1.0,18,2,0.0,4,0,0,0,4,3,3.5,2.0,2.0,3.0,2.3333333333333335,4,4,1,2,1,1
200,40,0,0,1,1,4,5,0,2,2,0,30680,3.0,19,0,20.0,3,1,0,1,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,1,4,3,2,1,5
201,41,0,0,1,23,3,1,1,2,4,2,26700,2.0,15,2,10.0,2,8,0,7,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,2,1,2,2,4,4
202,26,0,2,1,9,4,3,1,3,0,0,26930,5.0,17,3,8.0,3,0,0,0,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,0,3,4,2,1,4
203,35,0,2,1,16,4,3,1,2,1,2,95260,1.0,15,0,5.0,2,5,0,3,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,1,2,4,4,3,3
204,34,0,2,1,26,3,3,1,1,2,2,52370,1.0,19,1,10.0,3,10,5,7,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,1,1,3,3,4,4
205,26,1,2,2,1,3,2,0,2,4,2,24260,1.0,22,0,1.0,3,1,0,0,1,4,2.5,3.0,4.0,1.0,2.6666666666666665,0,4,2,1,1,1
206,37,0,2,1,8,1,1,1,1,7,2,41930,4.0,16,1,12.0,5,6,1,2,3,3,3.0,2.0,4.0,4.0,3.3333333333333335,1,3,1,3,3,5
207,46,0,1,1,4,1,3,1,5,1,1,29110,5.0,13,0,28.0,3,2,1,2,3,3,3.0,1.0,3.0,2.0,2.0,2,4,4,2,2,5
208,41,0,2,1,24,1,1,1,1,5,1,26610,7.0,14,1,22.0,2,18,11,8,3,3,3.0,2.0,1.0,3.0,2.0,2,1,2,2,5,5
209,37,0,0,1,7,2,3,1,1,7,0,20280,1.0,16,1,9.0,3,9,7,7,3,3,3.0,1.0,2.0,3.0,2.0,1,3,1,1,4,4
211,32,1,0,1,7,2,1,0,2,5,1,32980,8.0,22,0,6.0,4,4,1,2,2,4,3.0,4.0,3.0,3.0,3.3333333333333335,1,3,2,2,2,3
212,24,0,1,2,22,3,1,0,1,0,1,29350,0.0,14,2,3.0,5,2,2,1,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,0,1,4,2,2,2
213,38,0,2,1,5,3,1,0,1,6,1,154270,3.0,16,1,18.0,2,1,0,0,3,3,3.0,3.0,3.0,3.0,3.0,1,4,1,5,1,5
214,37,0,2,1,1,4,5,0,5,6,1,39440,6.0,11,2,8.0,3,6,4,3,3,3,3.0,2.0,2.0,2.0,2.0,1,4,1,3,3,4
215,49,0,2,2,21,1,1,1,1,7,0,40110,1.0,18,2,31.0,2,31,0,9,1,3,2.0,4.0,3.0,3.0,3.3333333333333335,2,1,1,3,5,5
216,24,0,2,2,1,3,2,0,1,7,1,34070,1.0,15,2,6.0,2,6,1,4,2,3,2.5,2.0,4.0,3.0,3.0,0,4,1,2,3,3
217,26,0,2,1,19,4,5,0,4,7,1,119940,1.0,14,1,6.0,6,5,1,4,3,3,3.0,1.0,2.0,4.0,2.3333333333333335,0,2,1,5,3,3
218,24,0,2,2,7,3,3,0,1,2,1,12320,1.0,12,0,1.0,4,1,0,0,1,3,2.0,4.0,2.0,3.0,3.0,0,3,3,1,1,1
219,50,0,1,2,2,2,2,1,1,7,1,29600,1.0,14,3,32.0,2,32,10,7,3,3,3.0,1.0,2.0,3.0,2.0,2,4,1,2,5,5
220,25,0,2,1,2,3,1,1,1,6,1,190940,1.0,16,0,7.0,3,7,0,6,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,0,4,1,5,3,3
221,24,1,1,1,2,3,3,1,2,6,1,39190,1.0,21,0,6.0,3,6,1,2,3,4,3.5,1.0,3.0,3.0,2.3333333333333335,0,4,1,3,3,3
222,30,1,1,1,9,3,4,1,2,0,1,68250,1.0,14,0,1.0,2,1,0,0,3,3,3.0,2.0,1.0,4.0,2.3333333333333335,0,3,4,4,1,1
223,34,0,2,2,6,2,1,1,4,5,1,102480,1.0,12,1,6.0,4,6,1,3,3,3,3.0,2.0,4.0,3.0,3.0,1,3,2,5,3,3
224,31,1,2,1,9,1,3,0,1,8,0,189470,2.0,12,2,9.0,2,3,1,2,2,3,2.5,2.0,1.0,1.0,1.3333333333333333,1,3,0,5,2,4
225,35,0,2,1,2,3,1,0,5,7,2,24960,4.0,17,3,9.0,3,3,0,2,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,4,1,1,2,4
226,31,0,2,2,1,3,2,0,2,7,0,64650,4.0,17,0,13.0,3,7,5,7,3,3,3.0,1.0,4.0,4.0,3.0,1,4,1,4,3,5
227,27,0,2,2,22,4,3,1,1,8,0,22060,0.0,14,1,6.0,4,5,0,3,3,3,3.0,1.0,3.0,2.0,2.0,0,1,0,1,3,3
228,37,0,2,2,9,4,2,0,2,2,1,20860,4.0,14,0,17.0,3,3,1,0,3,3,3.0,4.0,3.0,2.0,3.0,1,3,3,1,2,5
229,20,0,2,1,17,4,3,0,1,8,2,22930,1.0,13,2,1.0,3,1,0,0,1,3,2.0,4.0,2.0,4.0,3.3333333333333335,4,2,0,1,1,1
230,42,0,2,1,28,4,1,0,2,4,1,26450,1.0,15,0,10.0,5,10,2,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,2,1,2,2,4,4
231,43,0,2,1,10,5,5,0,2,7,0,26830,4.0,11,0,21.0,3,1,0,0,3,3,3.0,2.0,4.0,2.0,2.6666666666666665,2,3,1,2,1,5
232,38,0,2,0,2,4,3,1,1,1,2,20140,3.0,17,1,8.0,5,0,0,0,4,3,3.5,3.0,1.0,2.0,2.0,1,4,4,1,1,4
233,43,0,1,2,4,3,3,0,2,0,0,34190,3.0,11,1,10.0,5,8,4,7,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,2,4,4,2,4,4
234,48,0,2,1,8,1,3,1,2,2,1,53760,7.0,13,1,21.0,3,3,0,2,4,3,3.5,4.0,1.0,1.0,2.0,2,3,3,3,2,5
235,44,0,2,2,29,4,2,1,2,7,2,19510,4.0,22,3,10.0,4,2,0,2,4,4,4.0,1.0,3.0,4.0,2.6666666666666665,2,1,1,1,2,4
236,34,0,2,1,13,4,1,0,1,2,0,23410,1.0,20,2,8.0,3,8,0,6,2,4,3.0,3.0,3.0,3.0,3.0,1,2,3,1,4,4
237,27,1,2,2,27,3,1,1,2,6,0,22930,0.0,18,0,5.0,0,4,0,2,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,1,1,1,2,3
238,21,0,2,2,16,2,1,1,3,7,2,87260,1.0,11,1,3.0,2,3,1,2,1,3,2.0,3.0,3.0,3.0,3.0,0,2,1,4,2,2
239,44,0,2,1,2,2,1,1,1,2,1,40110,4.0,14,1,26.0,2,2,0,1,3,3,3.0,4.0,4.0,4.0,4.0,2,4,3,3,2,5
240,22,0,2,1,2,2,3,0,2,2,1,195450,0.0,14,0,3.0,3,2,2,2,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,0,4,3,5,2,2
241,33,0,2,2,13,4,2,0,2,4,0,45680,0.0,18,1,6.0,2,5,1,2,3,3,3.0,3.0,3.0,3.0,3.0,1,2,2,3,3,3
242,32,0,2,1,1,1,1,0,1,0,1,30220,1.0,16,1,6.0,3,6,0,5,3,3,3.0,1.0,4.0,2.0,2.3333333333333335,1,4,4,2,3,3
243,30,0,1,1,4,5,5,1,3,3,0,57720,1.0,17,0,1.0,3,1,0,0,3,3,3.0,3.0,3.0,3.0,3.0,0,4,3,3,1,1
244,53,0,2,1,24,3,4,0,3,3,2,22690,7.0,11,1,18.0,2,14,8,10,2,3,2.5,4.0,1.0,4.0,3.0,3,1,3,1,5,5
245,34,0,2,1,1,5,3,1,1,6,1,53810,1.0,12,0,10.0,0,10,8,8,3,3,3.0,2.0,4.0,2.0,2.6666666666666665,1,4,1,3,4,4
246,45,1,1,1,19,4,1,1,3,5,1,34410,2.0,13,1,5.0,5,1,0,0,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,2,2,2,2,1,3
247,26,0,2,1,7,2,1,1,1,4,1,54540,1.0,13,1,3.0,5,3,0,2,4,3,3.5,3.0,4.0,3.0,3.3333333333333335,0,3,2,3,2,2
248,37,0,2,1,4,3,3,1,1,3,1,98840,1.0,14,0,10.0,3,10,7,8,2,3,2.5,3.0,3.0,3.0,3.0,1,4,3,4,4,4
249,29,0,2,1,2,3,1,0,1,0,1,41570,1.0,17,3,6.0,2,6,1,2,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,0,4,4,3,3,3
250,35,0,2,1,10,5,3,0,4,2,2,134580,1.0,11,0,17.0,3,17,11,8,3,3,3.0,2.0,4.0,3.0,3.0,1,3,3,5,5,5
251,33,0,1,1,8,3,5,1,2,2,0,90690,3.0,25,1,15.0,3,13,4,7,3,4,3.5,3.0,4.0,1.0,2.6666666666666665,1,3,3,4,5,5
252,54,0,2,1,5,2,1,0,2,7,1,40140,2.0,19,1,16.0,4,9,7,1,2,3,2.5,3.0,2.0,4.0,3.0,3,4,1,3,4,5
253,36,0,2,1,8,3,1,1,2,6,0,59150,2.0,13,1,13.0,3,3,0,2,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,1,3,1,3,2,5
254,27,0,2,2,9,3,2,1,5,5,2,59930,0.0,14,1,5.0,3,4,1,1,1,3,2.0,1.0,4.0,3.0,2.6666666666666665,0,3,2,3,2,3
255,20,1,2,1,1,3,1,1,5,8,2,61620,1.0,12,3,1.0,2,1,1,1,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,4,4,0,4,1,1
256,33,1,1,1,15,4,3,0,1,2,2,24060,1.0,11,0,10.0,3,10,9,7,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,1,2,3,1,4,4
257,35,0,0,1,2,1,3,1,1,6,1,187400,1.0,19,1,1.0,2,1,0,0,4,3,3.5,3.0,3.0,3.0,3.0,1,4,1,5,1,1
258,23,0,2,1,2,3,1,1,1,0,1,76370,2.0,11,1,5.0,3,3,0,2,3,3,3.0,1.0,1.0,4.0,2.0,0,4,4,4,2,3
259,25,0,2,1,11,3,3,1,2,4,1,100960,0.0,11,1,4.0,3,3,1,2,3,3,3.0,4.0,2.0,3.0,3.0,0,2,2,5,2,2
260,38,0,2,1,16,3,1,1,5,6,2,147560,0.0,20,1,8.0,3,7,0,5,2,4,3.0,4.0,4.0,3.0,3.6666666666666665,1,2,1,5,3,4
261,29,0,1,2,2,4,1,1,4,0,0,64990,1.0,18,3,10.0,3,10,2,8,2,3,2.5,2.0,4.0,3.0,3.0,0,4,4,4,4,4
262,48,0,2,1,16,3,5,1,1,7,1,97240,3.0,13,0,12.0,2,2,2,2,4,3,3.5,2.0,2.0,3.0,2.3333333333333335,2,2,1,4,2,5
263,27,0,1,2,4,3,5,1,5,2,0,21940,1.0,12,0,6.0,5,6,0,4,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,0,4,3,1,3,3
264,37,0,2,1,16,3,1,1,3,3,2,33880,3.0,11,0,4.0,2,1,0,0,4,3,3.5,4.0,4.0,3.0,3.6666666666666665,1,2,3,2,1,2
265,50,0,2,2,5,3,3,1,1,2,1,54730,1.0,19,1,20.0,2,20,3,8,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,2,4,3,3,5,5
266,34,0,2,1,18,1,3,1,1,0,2,27030,1.0,21,1,9.0,2,8,7,7,3,4,3.5,4.0,2.0,4.0,3.3333333333333335,1,2,4,2,4,4
267,24,1,2,1,17,2,1,0,1,0,2,25010,9.0,12,0,4.0,3,2,2,0,1,3,2.0,1.0,3.0,3.0,2.3333333333333335,0,2,4,2,2,2
268,39,0,2,1,12,5,3,0,1,8,2,62200,1.0,14,2,20.0,2,20,11,10,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,2,0,4,5,5
269,32,0,2,1,2,3,1,1,5,6,2,30380,1.0,11,0,10.0,5,10,0,8,1,3,2.0,4.0,4.0,2.0,3.3333333333333335,1,4,1,2,4,4
270,50,1,1,1,4,2,3,1,4,8,1,44240,3.0,14,1,18.0,2,4,1,3,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,2,4,0,3,2,5
271,38,0,2,1,9,4,1,1,1,7,2,43120,0.0,12,1,10.0,2,9,1,8,2,3,2.5,2.0,4.0,2.0,2.6666666666666665,1,3,1,3,4,4
272,27,0,2,1,10,3,3,1,5,6,1,132450,1.0,23,1,9.0,3,9,0,7,2,4,3.0,3.0,1.0,3.0,2.3333333333333335,0,3,1,5,4,4
274,47,0,2,1,2,3,3,0,5,7,2,50210,2.0,17,0,20.0,3,7,1,7,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,2,4,1,3,3,5
275,40,0,1,1,3,4,3,0,3,1,1,51260,5.0,18,0,20.0,2,18,1,12,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,4,3,5,5
276,53,0,2,1,7,1,1,1,2,2,1,28590,3.0,18,1,32.0,2,5,1,3,3,3,3.0,3.0,3.0,3.0,3.0,3,3,3,2,3,5
277,41,0,2,2,6,3,3,1,1,7,0,102390,3.0,24,3,23.0,3,21,12,6,3,4,3.5,2.0,4.0,2.0,2.6666666666666665,2,3,1,5,5,5
278,60,0,2,1,8,2,1,0,5,2,2,53290,8.0,20,0,10.0,3,2,2,2,4,4,4.0,1.0,1.0,3.0,1.6666666666666667,3,3,3,3,2,4
279,27,0,1,1,29,1,1,1,2,4,0,43250,1.0,14,0,9.0,2,9,1,7,2,3,2.5,4.0,1.0,2.0,2.3333333333333335,0,1,2,3,4,4
280,41,0,2,1,3,3,3,1,1,4,1,72600,1.0,16,0,22.0,2,22,2,10,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,2,4,2,4,5,5
281,50,0,2,2,9,3,1,1,2,6,1,23220,7.0,25,1,4.0,0,2,2,2,4,4,4.0,4.0,2.0,3.0,3.0,2,3,1,1,2,2
282,28,1,2,2,2,4,1,1,3,6,2,20750,7.0,18,3,10.0,0,7,3,7,2,3,2.5,1.0,2.0,3.0,2.0,0,4,1,1,3,4
283,36,0,0,1,10,4,5,0,2,6,1,41520,9.0,19,1,10.0,3,8,0,5,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,1,3,1,3,4,4
284,38,0,2,1,1,3,3,0,3,3,2,96190,4.0,13,1,10.0,2,1,0,0,3,3,3.0,3.0,3.0,4.0,3.3333333333333335,1,4,3,4,1,4
285,44,0,0,1,8,2,1,1,1,6,2,135030,2.0,12,0,9.0,6,5,1,4,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,2,3,1,5,3,4
286,47,0,1,1,27,3,1,1,1,6,0,54410,9.0,22,1,28.0,6,22,11,13,2,4,3.0,4.0,3.0,2.0,3.0,2,1,1,3,5,5
287,30,0,2,1,8,3,1,1,2,7,0,52090,7.0,14,1,10.0,3,8,7,7,3,3,3.0,3.0,4.0,2.0,3.0,0,3,1,3,4,4
288,29,0,2,1,1,2,3,0,1,7,2,106730,1.0,13,3,1.0,2,1,0,0,3,3,3.0,3.0,3.0,3.0,3.0,0,4,1,5,1,1
289,42,1,1,1,10,1,1,0,1,7,0,50100,6.0,21,3,7.0,3,2,2,2,3,4,3.5,3.0,3.0,3.0,3.0,2,3,1,3,2,3
290,43,0,1,1,26,1,1,1,1,2,1,135490,3.0,11,2,7.0,3,2,2,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,2,1,3,5,2,3
291,34,0,2,1,2,5,5,1,2,0,2,49990,3.0,12,2,10.0,2,5,4,3,4,3,3.5,2.0,3.0,3.0,2.6666666666666665,1,4,4,3,3,4
292,23,0,2,2,13,3,2,1,5,7,1,42210,1.0,11,1,5.0,4,4,0,2,3,3,3.0,2.0,1.0,4.0,2.3333333333333335,0,2,1,3,2,3
293,39,0,2,2,2,4,2,0,4,0,1,138720,9.0,12,3,12.0,3,8,3,6,2,3,2.5,3.0,2.0,1.0,2.0,1,4,4,5,4,5
294,56,0,2,1,2,4,3,1,1,3,1,20420,7.0,12,0,30.0,6,10,1,1,3,3,3.0,3.0,4.0,2.0,3.0,3,4,3,1,4,5
295,40,0,2,2,9,3,2,1,2,6,2,20730,0.0,14,0,5.0,3,4,2,3,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,3,1,1,2,3
296,27,0,2,1,10,3,1,0,1,2,2,29560,8.0,13,0,9.0,6,7,0,7,3,3,3.0,4.0,1.0,1.0,2.0,0,3,3,2,3,4
297,29,0,2,2,20,3,2,0,2,3,0,29260,1.0,15,1,2.0,3,2,2,2,2,3,2.5,4.0,2.0,3.0,3.0,0,2,3,2,2,2
298,53,0,2,1,9,3,1,0,3,2,2,48090,2.0,18,0,19.0,2,2,2,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,3,3,3,3,2,5
299,35,0,0,1,5,1,3,1,1,0,0,51630,2.0,18,2,16.0,4,1,0,0,3,3,3.0,4.0,1.0,4.0,3.0,1,4,4,3,1,5
301,38,0,2,2,10,3,3,1,4,2,1,181720,6.0,12,2,6.0,5,1,0,1,3,3,3.0,4.0,3.0,1.0,2.6666666666666665,1,3,3,5,1,3
302,34,0,2,1,20,3,3,0,3,2,0,57440,3.0,19,1,7.0,4,0,0,0,2,3,2.5,2.0,1.0,3.0,2.0,1,2,3,3,1,3
303,52,0,2,2,21,5,5,1,3,3,1,28890,1.0,11,1,34.0,2,34,1,16,3,3,3.0,3.0,1.0,4.0,2.6666666666666665,3,1,3,2,5,5
304,33,1,2,1,1,2,3,1,3,2,2,28710,1.0,17,3,10.0,2,10,7,8,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,4,3,2,4,4
305,25,0,2,1,8,3,1,1,2,6,2,74840,1.0,15,0,6.0,3,6,1,4,3,3,3.0,3.0,4.0,2.0,3.0,0,3,1,4,3,3
306,45,0,2,2,2,3,1,1,3,0,2,60740,0.0,14,0,9.0,2,8,3,1,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,2,4,4,4,4,4
307,23,0,2,1,23,1,1,0,2,6,2,173280,1.0,17,1,2.0,2,2,0,2,1,3,2.0,1.0,3.0,3.0,2.3333333333333335,0,1,1,5,2,2
309,34,0,2,1,12,3,5,1,1,6,2,45050,1.0,12,0,6.0,3,6,1,4,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,2,1,3,3,3
310,55,1,2,0,7,3,0,1,4,2,1,74280,5.0,12,0,24.0,2,5,1,4,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,3,3,3,4,3,5
311,36,0,0,1,7,2,1,1,5,7,2,116310,1.0,18,1,10.0,2,10,0,9,1,3,2.0,1.0,1.0,3.0,1.6666666666666667,1,3,1,5,4,4
312,52,0,0,1,1,4,1,1,5,7,1,97380,0.0,18,2,5.0,2,4,1,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,3,4,1,4,2,3
314,29,0,2,1,10,2,3,1,3,4,1,169590,4.0,14,3,11.0,5,8,1,1,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,0,3,2,5,4,4
315,26,1,2,1,15,2,1,1,2,2,2,26130,6.0,19,1,6.0,2,4,1,2,3,3,3.0,4.0,1.0,2.0,2.3333333333333335,0,2,3,2,2,3
316,34,0,2,1,14,4,5,1,2,4,2,61460,2.0,12,0,10.0,3,4,1,3,3,3,3.0,2.0,4.0,3.0,3.0,1,2,2,4,2,4
317,54,0,2,1,18,4,3,0,2,2,0,49630,9.0,15,1,9.0,2,5,1,4,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,3,2,3,3,3,4
318,27,0,1,1,13,2,1,0,4,6,1,195370,0.0,12,0,5.0,5,4,1,1,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,2,1,5,2,3
319,37,0,2,2,2,4,5,1,2,4,0,61720,0.0,11,0,6.0,1,5,4,3,3,3,3.0,4.0,1.0,2.0,2.3333333333333335,1,4,2,4,3,3
320,38,0,1,2,2,4,1,0,2,6,2,23680,6.0,11,1,17.0,3,15,4,12,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,1,4,1,1,5,5
321,34,0,2,2,2,3,2,1,1,8,2,103120,1.0,12,0,6.0,2,6,1,3,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,1,4,0,5,3,3
322,35,0,2,1,5,4,3,1,3,3,1,16750,1.0,16,0,3.0,6,3,0,2,2,3,2.5,1.0,4.0,2.0,2.3333333333333335,1,4,3,1,2,2
323,30,0,2,1,20,3,3,1,1,2,1,25230,3.0,13,1,7.0,2,2,0,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,2,3,2,2,3
324,40,0,1,1,10,4,3,1,2,4,1,65670,1.0,13,1,8.0,3,8,3,7,4,3,3.5,3.0,2.0,3.0,2.6666666666666665,1,3,2,4,4,4
325,34,0,2,1,10,3,1,1,3,0,1,47390,5.0,24,2,6.0,2,3,1,2,3,4,3.5,3.0,1.0,3.0,2.3333333333333335,1,3,4,3,2,3
326,42,0,1,1,9,4,3,1,1,4,0,92080,1.0,15,1,24.0,2,24,14,9,4,3,3.5,2.0,4.0,2.0,2.6666666666666665,2,3,2,4,5,5
327,23,1,2,2,2,3,3,0,4,4,1,45590,1.0,18,1,1.0,2,0,0,0,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,0,4,2,3,1,1
